date,workout_name,exercise,set_type,set_num,weight_lb,reps,seconds,rpe_actual
2025-02-06,3 X 5  (barbell + cable),Cable Crossover,working,2,85.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Cable Crossover,working,3,85.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-06,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-06,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-06,3 X 5  (barbell + cable),Power Clean,working,1,150.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Power Clean,working,2,150.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Power Clean,working,3,150.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,235.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,235.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,235.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,285.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,285.0,3,0,
2025-02-06,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,285.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Cable Crossover,working,1,85.0,4,0,
2025-02-13,3 X 5  (barbell + cable),Cable Crossover,working,2,85.0,4,0,
2025-02-13,3 X 5  (barbell + cable),Cable Crossover,working,3,85.0,5,0,
2025-02-13,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,4,0,
2025-02-13,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,4,0,
2025-02-13,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,4,0,
2025-02-13,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-13,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-13,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-13,3 X 5  (barbell + cable),Power Clean,working,1,155.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Power Clean,working,2,155.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Power Clean,working,3,155.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,250.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,250.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,250.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,300.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,300.0,3,0,
2025-02-13,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,300.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Cable Crossover,working,1,85.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Cable Crossover,working,2,85.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Cable Crossover,working,3,85.0,4,0,
2025-02-17,3 X 5  (barbell + cable),Cable Crossover,working,4,85.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Cable Crossover,working,5,85.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,4,0,
2025-02-17,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Front Raise (Cable),working,4,35.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Front Raise (Cable),working,5,35.0,5,0,
2025-02-17,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-17,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-17,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-17,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-02-17,3 X 5  (barbell + cable),Farmer’s Carry,working,5,180.0,1,0,
2025-02-17,3 X 5  (barbell + cable),Power Clean,working,1,155.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Power Clean,working,2,155.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Power Clean,working,3,155.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Power Clean,working,4,155.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Power Clean,working,5,155.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,255.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,255.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,255.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,255.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,255.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,305.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,305.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,305.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,305.0,3,0,
2025-02-17,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,305.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Cable Crossover,working,1,85.0,5,0,
2025-02-19,3 X 5  (barbell + cable),Cable Crossover,working,2,85.0,5,0,
2025-02-19,3 X 5  (barbell + cable),Cable Crossover,working,3,85.0,5,0,
2025-02-19,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,4,0,
2025-02-19,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,5,0,
2025-02-19,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,5,0,
2025-02-19,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-19,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-19,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-19,3 X 5  (barbell + cable),Power Clean,working,1,155.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Power Clean,working,2,155.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Power Clean,working,3,155.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,255.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,255.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,255.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,305.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,305.0,3,0,
2025-02-19,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,305.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Cable Crossover,working,1,85.0,5,0,
2025-02-21,3 X 5  (barbell + cable),Cable Crossover,working,2,85.0,5,0,
2025-02-21,3 X 5  (barbell + cable),Cable Crossover,working,3,85.0,5,0,
2025-02-21,3 X 5  (barbell + cable),Cable Crossover,working,4,85.0,5,0,
2025-02-21,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Front Raise (Cable),working,4,35.0,5,0,
2025-02-21,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-21,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-21,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-21,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-02-21,3 X 5  (barbell + cable),Power Clean,working,1,155.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Power Clean,working,2,155.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Power Clean,working,3,155.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Power Clean,working,4,155.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Power Clean,working,5,155.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,255.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,255.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,255.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,255.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,255.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,305.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,305.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,305.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,305.0,3,0,
2025-02-21,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,305.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Cable Crossover,working,1,95.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Cable Crossover,working,2,95.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Cable Crossover,working,3,95.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Cable Crossover,working,4,95.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Cable Crossover,working,5,95.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Front Raise (Cable),working,1,40.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Front Raise (Cable),working,2,40.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Front Raise (Cable),working,3,40.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Front Raise (Cable),working,4,40.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Front Raise (Cable),working,5,40.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-24,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-24,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-24,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-02-24,3 X 5  (barbell + cable),Farmer’s Carry,working,5,180.0,1,0,
2025-02-24,3 X 5  (barbell + cable),Power Clean,working,1,160.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Power Clean,working,2,160.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Power Clean,working,3,160.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Power Clean,working,4,160.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Power Clean,working,5,160.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,260.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,260.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,260.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,260.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,260.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,310.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,310.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,310.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,310.0,3,0,
2025-02-24,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,310.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Cable Crossover,working,1,95.0,5,0,
2025-02-26,3 X 5  (barbell + cable),Cable Crossover,working,2,95.0,5,0,
2025-02-26,3 X 5  (barbell + cable),Cable Crossover,working,3,95.0,5,0,
2025-02-26,3 X 5  (barbell + cable),Front Raise (Cable),working,1,35.0,4,0,
2025-02-26,3 X 5  (barbell + cable),Front Raise (Cable),working,2,35.0,4,0,
2025-02-26,3 X 5  (barbell + cable),Front Raise (Cable),working,3,35.0,5,0,
2025-02-26,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-02-26,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-02-26,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-02-26,3 X 5  (barbell + cable),Power Clean,working,1,160.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Power Clean,working,2,160.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Power Clean,working,3,160.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,260.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,260.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,260.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,310.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,310.0,3,0,
2025-02-26,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,310.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Cable Crossover,working,1,95.0,5,0,
2025-03-01,3 X 5  (barbell + cable),Cable Crossover,working,2,95.0,5,0,
2025-03-01,3 X 5  (barbell + cable),Cable Crossover,working,3,95.0,5,0,
2025-03-01,3 X 5  (barbell + cable),Cable Crossover,working,4,95.0,5,0,
2025-03-01,3 X 5  (barbell + cable),Cable Crossover,working,5,95.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Front Raise (Cable),working,1,40.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Front Raise (Cable),working,2,40.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Front Raise (Cable),working,3,40.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Front Raise (Cable),working,4,40.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Front Raise (Cable),working,5,40.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-01,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-01,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-01,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-03-01,3 X 5  (barbell + cable),Farmer’s Carry,working,5,180.0,1,0,
2025-03-01,3 X 5  (barbell + cable),Power Clean,working,1,160.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Power Clean,working,2,160.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Power Clean,working,3,160.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Power Clean,working,4,160.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Power Clean,working,5,160.0,4,0,
2025-03-01,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,260.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,260.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,260.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,260.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,260.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,310.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,310.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,310.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,310.0,3,0,
2025-03-01,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,310.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Cable Crossover,working,1,100.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Cable Crossover,working,2,100.0,4,0,
2025-03-03,3 X 5  (barbell + cable),Cable Crossover,working,3,100.0,4,0,
2025-03-03,3 X 5  (barbell + cable),Cable Crossover,working,4,100.0,4,0,
2025-03-03,3 X 5  (barbell + cable),Cable Crossover,working,5,100.0,4,0,
2025-03-03,3 X 5  (barbell + cable),Front Raise (Cable),working,1,42.5,3,0,
2025-03-03,3 X 5  (barbell + cable),Front Raise (Cable),working,2,42.5,3,0,
2025-03-03,3 X 5  (barbell + cable),Front Raise (Cable),working,3,42.5,3,0,
2025-03-03,3 X 5  (barbell + cable),Front Raise (Cable),working,4,42.5,3,0,
2025-03-03,3 X 5  (barbell + cable),Front Raise (Cable),working,5,42.5,3,0,
2025-03-03,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-03,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-03,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-03,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-03-03,3 X 5  (barbell + cable),Farmer’s Carry,working,5,180.0,1,0,
2025-03-03,3 X 5  (barbell + cable),Power Clean,working,1,165.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Power Clean,working,2,165.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Power Clean,working,3,165.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Power Clean,working,4,165.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Power Clean,working,5,165.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,265.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,265.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,265.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,265.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,265.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,315.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,315.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,315.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,315.0,3,0,
2025-03-03,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,315.0,3,0,
2025-03-05,3 X 5  (barbell + cable),Cable Crossover,working,1,100.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Cable Crossover,working,2,100.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Cable Crossover,working,3,100.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Front Raise (Cable),working,1,42.5,3,0,
2025-03-05,3 X 5  (barbell + cable),Front Raise (Cable),working,2,42.5,3,0,
2025-03-05,3 X 5  (barbell + cable),Front Raise (Cable),working,3,42.5,3,0,
2025-03-05,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-05,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-05,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-05,3 X 5  (barbell + cable),Power Clean,working,1,145.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Power Clean,working,2,145.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Power Clean,working,3,145.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,235.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,235.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,235.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,285.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,285.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,285.0,5,0,
2025-03-05,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,315.0,3,0,
2025-03-07,3 X 5  (barbell + cable),Cable Crossover,working,1,100.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Cable Crossover,working,2,100.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Cable Crossover,working,3,100.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Cable Crossover,working,4,100.0,4,0,
2025-03-07,3 X 5  (barbell + cable),Cable Crossover,working,5,100.0,4,0,
2025-03-07,3 X 5  (barbell + cable),Front Raise (Cable),working,1,42.5,3,0,
2025-03-07,3 X 5  (barbell + cable),Front Raise (Cable),working,2,42.5,3,0,
2025-03-07,3 X 5  (barbell + cable),Front Raise (Cable),working,3,42.5,3,0,
2025-03-07,3 X 5  (barbell + cable),Front Raise (Cable),working,4,42.5,3,0,
2025-03-07,3 X 5  (barbell + cable),Front Raise (Cable),working,5,42.5,3,0,
2025-03-07,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-07,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-07,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-07,3 X 5  (barbell + cable),Farmer’s Carry,working,4,180.0,1,0,
2025-03-07,3 X 5  (barbell + cable),Farmer’s Carry,working,5,180.0,1,0,
2025-03-07,3 X 5  (barbell + cable),Power Clean,working,1,145.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Power Clean,working,2,145.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Power Clean,working,3,145.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Power Clean,working,4,145.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Power Clean,working,5,145.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,235.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,235.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,235.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,4,235.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,5,235.0,5,0,
2025-03-07,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,315.0,3,0,
2025-03-07,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,315.0,3,0,
2025-03-07,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,315.0,3,0,
2025-03-07,3 X 5  (barbell + cable),Deadlift (Barbell),working,4,315.0,3,0,
2025-03-07,3 X 5  (barbell + cable),Deadlift (Barbell),working,5,315.0,3,0,
2025-03-10,3 X 5  (barbell + cable),Cable Crossover,working,1,110.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Cable Crossover,working,2,110.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Cable Crossover,working,3,110.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Front Raise (Cable),working,1,40.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Front Raise (Cable),working,2,40.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Front Raise (Cable),working,3,40.0,4,0,
2025-03-10,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-10,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-10,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-12,3 X 5  (barbell + cable),Cable Crossover,working,1,110.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Cable Crossover,working,2,110.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Cable Crossover,working,3,110.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Front Raise (Cable),working,1,40.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Front Raise (Cable),working,2,40.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Front Raise (Cable),working,3,40.0,5,0,
2025-03-12,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-12,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-12,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-12,3 X 5  (barbell + cable),Power Clean,working,1,150.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Power Clean,working,2,150.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Power Clean,working,3,150.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,240.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,240.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,240.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,320.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,320.0,3,0,
2025-03-12,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,320.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Cable Crossover,working,1,110.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Cable Crossover,working,2,110.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Cable Crossover,working,3,110.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Front Raise (Cable),working,1,40.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Front Raise (Cable),working,2,40.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Front Raise (Cable),working,3,40.0,5,0,
2025-03-14,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
2025-03-14,3 X 5  (barbell + cable),Farmer’s Carry,working,2,180.0,1,0,
2025-03-14,3 X 5  (barbell + cable),Farmer’s Carry,working,3,180.0,1,0,
2025-03-14,3 X 5  (barbell + cable),Power Clean,working,1,150.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Power Clean,working,2,150.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Power Clean,working,3,150.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,1,240.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,2,240.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Bent Over Row (Barbell),working,3,240.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Deadlift (Barbell),working,1,320.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Deadlift (Barbell),working,2,320.0,3,0,
2025-03-14,3 X 5  (barbell + cable),Deadlift (Barbell),working,3,320.0,3,0,
2025-03-19,3 X 5  (barbell + cable),Cable Crossover,working,1,115.0,4,0,
2025-03-19,3 X 5  (barbell + cable),Cable Crossover,working,2,115.0,5,0,
2025-03-19,3 X 5  (barbell + cable),Cable Crossover,working,3,115.0,4,0,
2025-03-19,3 X 5  (barbell + cable),Front Raise (Cable),working,1,42.5,3,0,
2025-03-19,3 X 5  (barbell + cable),Front Raise (Cable),working,2,42.5,3,0,
2025-03-19,3 X 5  (barbell + cable),Front Raise (Cable),working,3,42.5,3,0,
2025-03-19,3 X 5  (barbell + cable),Farmer’s Carry,working,1,180.0,1,0,
